"path","bytes","sha256"
".gitattributes","470","f18874749720d1cfd713da697000ceb7deed12ac509bcf2ba40de66070d6f3c2"
"audit_inventories/grpo_entropy/AUDIT_MANIFEST.json","148199","8783a7a104d9b0dbdfef9e4f8086672e42f7cf0ee2cf3376ce47d0424bf525b3"
"audit_inventories/grpo_entropy/CHECKPOINT_INVENTORY.json","2337","fcf21521b3cc703041136cd3f9f7065e159e2c20e4db95c4db388fec80067acf"
"audit_inventories/withheld_pairs/first_block/AUDIT_MANIFEST.json","369406","7ba20214647dd1e974cda33aabaeb20c3957b77425f3b84cf50f41b3b81f1330"
"audit_inventories/withheld_pairs/first_block/CHECKPOINT_INVENTORY.json","2343","6d466b874332de7cf8911f441d6d7a4ff441a09170b47c0c4876f7692e7750fa"
"audit_inventories/withheld_pairs/k1_s2/AUDIT_MANIFEST.json","365090","f92566be294c491b53c1b386b3666820af20d8f6c7d333ef5c98c196edecc800"
"audit_inventories/withheld_pairs/k1_s2/CHECKPOINT_INVENTORY.json","2949","aac5004b2ba9dabfabbb31249f0f98ec0cf09b754b92d0b14a9f5e1713c7e413"
"audit_inventories/withheld_pairs/k1_s3/AUDIT_MANIFEST.json","364099","fa86de47c2da8dbf0e838f805cb5520ccf82db8a8a9efcc2c234a678786cee79"
"audit_inventories/withheld_pairs/k1_s3/CHECKPOINT_INVENTORY.json","2949","d218e7a8e9d5f1aae9be1ca928fb4580589b3733daaffeebd293dd5392251da5"
"audit_inventories/withheld_pairs/k1_s4/AUDIT_MANIFEST.json","364527","5a63304216132cd8b68d817a52f0e6ad17229734e955b913b28a269680946284"
"audit_inventories/withheld_pairs/k1_s4/CHECKPOINT_INVENTORY.json","2949","1876de261fed918bdf9ee9c6285ab1134556e0ffa506993ddaf75f60baf02743"
"audit_inventories/withheld_pairs/k1_s5/AUDIT_MANIFEST.json","364109","c9160b60967044c0f7db4c309bce7a27ef3e8c75ab983251e1827d87802286bb"
"audit_inventories/withheld_pairs/k1_s5/CHECKPOINT_INVENTORY.json","2949","0a72418dafca11b9b4fc294a8f0b0374a5be40aebd6c639d15cfb51bd729ef11"
"audit_inventories/withheld_pairs/k2_s1/AUDIT_MANIFEST.json","364163","8418807d1ff3b2be0b2b99f8545a12b4f66ee07f9133de03e06fc1cd01b0707b"
"audit_inventories/withheld_pairs/k2_s1/CHECKPOINT_INVENTORY.json","2949","684fce3b2541919d95e69da334d29d6cee0cbfec59a558f761f41609471f59c7"
"audit_inventories/withheld_pairs/k2_s2/AUDIT_MANIFEST.json","363938","aa71f5ccc61296537949b0543a6fd6c12d3606e463d005f27ae3185215623487"
"audit_inventories/withheld_pairs/k2_s2/CHECKPOINT_INVENTORY.json","2949","e5157808d7a4f82b391e6d5b9dff4695e8bee354ce1210c18c085c525c6f2a48"
"audit_inventories/withheld_pairs/k2_s3/AUDIT_MANIFEST.json","364352","79604e1b2cf5a28d80cbac587231f3fc4bc07e8783f7aabedf1b4db25726f030"
"audit_inventories/withheld_pairs/k2_s3/CHECKPOINT_INVENTORY.json","2949","0a32dff6d8d87283108a0dc9c3ac535509e6b0fed7f7d9b898f24d0d9e58924e"
"audit_inventories/withheld_pairs/k2_s4/AUDIT_MANIFEST.json","364109","17beb7fca9a6c998a85edb0bfa1959af823d24ba7086a84bd05601aeee995e39"
"audit_inventories/withheld_pairs/k2_s4/CHECKPOINT_INVENTORY.json","2949","a03c54d63aa3e3e1f25645da8d1da3f83f60725a34e3b6fdc8c1e23ddb20c64f"
"audit_inventories/withheld_pairs/k2_s5/AUDIT_MANIFEST.json","363938","22b4d6b896346db65207cbe76e96e9778068a5cb0f4d2d5ecda3f30c2462d7d2"
"audit_inventories/withheld_pairs/k2_s5/CHECKPOINT_INVENTORY.json","2949","4da728a3937fdcb9f93270d0e34fad52ab0c441130402adad3fbfa425fa49222"
"audit_inventories/withheld_pairs/k3_s1/AUDIT_MANIFEST.json","363938","c661ab3d3103cb67bf89738104193de20f32c92bbc51f95647d78d91da529554"
"audit_inventories/withheld_pairs/k3_s1/CHECKPOINT_INVENTORY.json","2949","1f8c490206288f0ce1bb48739776741de4855fdbaa26eae24d7e40edfd0b2546"
"audit_inventories/withheld_pairs/k3_s2/AUDIT_MANIFEST.json","364109","2e409829b4365b51a3c5300f65b73ef1d8a080982606d4768d66566df51a597d"
"audit_inventories/withheld_pairs/k3_s2/CHECKPOINT_INVENTORY.json","2949","89130989c2939fd46fd3307fe2178d792c064980ffae322a369f926f83ec6816"
"audit_inventories/withheld_pairs/k3_s3/AUDIT_MANIFEST.json","363938","6ba0169e2614caac2a99640fe006df294efce1e8e402f3e178a508262b25be33"
"audit_inventories/withheld_pairs/k3_s3/CHECKPOINT_INVENTORY.json","2949","4925936a936acdc7aaf6a0176615bf2c82c9e1e616fcfa1c9baaf327ce8c22df"
"README.md","7801","9ead2ee1433ce02fe025bc4276a118ab5e3f95427c61b5b6f52ef8397b6adf8f"
"source_snapshot/artifacts/grpo_entropy_20260923/holdout_1000.jsonl","346999","703049fb3b5655afed95b2bada36b3c85adc2712ef5c03a8dbf54a12afa9c57d"
"source_snapshot/artifacts/grpo_entropy_20260923/holdout_manifest.json","1939","a4843e000cf66e4f5f733ad56b0777e5e96d1e8635a19f066b964f2bc725918d"
"source_snapshot/artifacts/stage4_distill_v1/code/reevaluate_atomic.py","2094","ed4a4a2d8f1f3568ba85d0624507594bec5d3fa5cec50037a2122c0fb93241d5"
"source_snapshot/artifacts/stage4_distill_v1/code/report_negative.py","7372","3a2e366415c7e079979bff3f45800912cee3df21e3a488e283d84d1e50791230"
"source_snapshot/artifacts/stage4_distill_v1/code/runtime_audit.py","3031","b345f91b3e1565525f05de2653f6132dba5632f1f513827f5bd2ca2baabf5b9f"
"source_snapshot/artifacts/stage4_distill_v1/code/stage4_core.py","11062","7bd1cd61344228407e5e78394fdee5165da602ef03a49999498d660fa9d5881f"
"source_snapshot/artifacts/stage4_distill_v1/code/stage4_eval.py","5614","2caa31eb92a1eb596a0de4b1c8600d19d8af86bf20167492fc35f1010b691e01"
"source_snapshot/artifacts/stage4_distill_v1/code/stage4_model.py","9394","a0bae11bc5679eea46b35bf06abf0746c158227bbc215308ba58c4555e1def19"
"source_snapshot/artifacts/stage4_distill_v1/code/stage4_stats.py","2002","16546fb3257d67f04c5744e5de410fe6b7e7acbb9f9705e293aacbd1a0e488b0"
"source_snapshot/artifacts/stage4_distill_v1/code/stage4.py","20462","35264d69ced11fdd2a9c7ef42c48bf545d0a5ca22d254e2434b54334b9ed9564"
"source_snapshot/artifacts/stage4_distill_v1/configs/protocol.json","946","78ef4fc2aa4b9cc332efab27818d365d81f80a7d675e8c12c7ea9744f4d74100"
"source_snapshot/artifacts/stage4_distill_v2/code/release_v2.py","10643","6dbde496f689f4a4d756c287aa9bd5cc40ac6660d886bd9df226c17d8617d6ad"
"source_snapshot/artifacts/stage4_distill_v2/code/v2_atomic.py","11831","fb2aed4aefcf00b0303d4d805db56e6ada517e670a1ccbece4dbde50ba2ea528"
"source_snapshot/artifacts/stage4_distill_v2/configs/atomic_protocol.json","861","1b6f8c0cc06ca112d7f517be83700431157dc15ab2983eed7652ace34ebec301"
"source_snapshot/artifacts/stage4_distill_v3/code/v3_train.py","9859","7bb3f4662633b1c0d0085d578707641e602935176fa8c93ea77ee52c5c64f513"
"source_snapshot/artifacts/stage4_distill_v3/configs/protocol.json","555","c2d1ecf577e7e3c20acd8232b4a4c0b8094bb91cafc090a3cc8bc4965b63553a"
"source_snapshot/artifacts/stage4_distill_v5_0p6b_exploratory_sh1_72p8/code/composition_core.py","48162","e62cab096f7a8524092e5343fd037adb6d67ed13fd8c0b6ded9537757cb5a89a"
"source_snapshot/artifacts/stage4_distill_v5_0p6b_exploratory_sh1_72p8/code/composition_eval.py","26821","0e9452ccf2842f46d911cd702b75f29a98426534b0e5b709250aea50fa799efc"
"source_snapshot/artifacts/stage4_distill_v5_0p6b_exploratory_sh1_72p8/code/composition_model.py","32668","253671c5602f05f4f5604509b8d8c1d1d99bf340996a972802fa2af5ed4fd233"
"source_snapshot/artifacts/stage4_distill_v5_0p6b_exploratory_sh1_72p8/code/composition_release.py","85692","4696d9d86636e10128f2d5b237f83f7f0fecac9b2e727dc84312f2c451bdd777"
"source_snapshot/artifacts/stage4_distill_v5_0p6b_exploratory_sh1_72p8/code/composition_stats.py","22986","6a2c4164448e80b43492ddc7dea0cc418a331c463249f02a48808e10c0321994"
"source_snapshot/artifacts/stage4_distill_v5_0p6b_exploratory_sh1_72p8/code/stage4.py","142782","2f69b8e7829c2cb56c6d525783cf182278434bdfb18023d207c4bc6db79b8102"
"source_snapshot/artifacts/stage4_distill_v5_0p6b_exploratory_sh1_72p8/configs/exploratory_atomic_authorization.json","3382","6a95be0ad380c3657cbb96102bb14de6fea8210f712ec993f0679b323867ccce"
"source_snapshot/artifacts/stage4_distill_v5_0p6b_exploratory_sh1_72p8/configs/protocol.json","4930","89220e6e3fa7b56544bf73abbd9f143ec831880075892475a12b38c4c5ce38a5"
"source_snapshot/artifacts/stage4_sh1_v5_0p6b/code/plan_raw_audit.py","9466","d637ba596c23ce1dfeef42915c4707fa630614f58b6b794c812558da7b9f478d"
"source_snapshot/artifacts/stage4_sh1_v5_0p6b/code/v5_train.py","39894","302a07a1bc14ca7311d9e0965b6db992200677b6cec96a31dcd1b8f6adff057d"
"source_snapshot/artifacts/stage4_sh1_v5_0p6b/configs/protocol.json","1297","a1d482bd81ed3db0a13062c61cf1ff4fb9f4c5ef241d0e99e8fc2849d9db0018"
"source_snapshot/artifacts/trajectory_diversity_20260922/data/holdout_final_a.jsonl","567662","eba422674369c788c1b06616bbfb0e02ce4c0e52162cfde066ed3c80ad6299df"
"source_snapshot/artifacts/trajectory_diversity_20260922/data/holdout_receipt.json","346","e38f3e811287dec98772e067fcd2ae15e7024ffbb8c62f68e15372d358aab451"
"source_snapshot/artifacts/trajectory_diversity_20260922/SELECTION_FROZEN.json","672223","609ea5657269b4371a3033de29bc2099cf629549f3133a3c8f3dc32e492fe9d0"
"source_snapshot/artifacts/withheld_pairs_20260923/FREEZE.json","8277239","99df70ce2030c18f3e86368e1c4a86ea3704fa729c6c355ee8a90c90d1333dd2"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s1_control.jsonl","575925","d15a8aae6a4424ee986a9e6efdd3528e99268ae0a5fbf91d1156c6ff5c0d699f"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s1_withheld.jsonl","537150","f1cc584c28e77ccbde5b4a0db05e98bcea87a89210fab615d0f18887bf76fdc3"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s2_control.jsonl","572565","fdee5cd97c10cd2eaa05e5c4fbdfe31d31e19dd63ccca3cc855f5e599a0bdbb2"
