seed,arm,split,k,hit_k
85000,random,withheld,1,0.197
85000,random,withheld,2,0.252
85000,random,withheld,3,0.308
85000,random,withheld,4,0.359
85000,random,withheld,5,0.386
85000,random,withheld,6,0.407
85000,random,withheld,7,0.426
85000,random,withheld,8,0.448
85000,random,withheld,9,0.462
85000,random,withheld,10,0.485
85000,random,withheld,11,0.509
85000,random,withheld,12,0.531
85000,random,withheld,13,0.55
85000,random,withheld,14,0.574
85000,random,withheld,15,0.596
85000,random,withheld,16,0.619
85000,random,withheld,17,0.639
85000,random,withheld,18,0.649
85000,random,withheld,19,0.665
85000,random,withheld,20,0.68
85000,random,withheld,21,0.695
85000,random,withheld,22,0.707
85000,random,withheld,23,0.721
85000,random,withheld,24,0.734
85000,random,withheld,25,0.748
85000,random,withheld,26,0.762
85000,random,withheld,27,0.777
85000,random,withheld,28,0.788
85000,random,withheld,29,0.799
85000,random,withheld,30,0.808
85000,random,withheld,31,0.816
85000,random,withheld,32,0.821
85000,random,withheld,33,0.833
85000,random,withheld,34,0.847
85000,random,withheld,35,0.852
85000,random,withheld,36,0.863
85000,random,withheld,37,0.875
85000,random,withheld,38,0.883
85000,random,withheld,39,0.887
85000,random,withheld,40,0.891
85000,random,withheld,41,0.895
85000,random,withheld,42,0.899
85000,random,withheld,43,0.904
85000,random,withheld,44,0.906
85000,random,withheld,45,0.911
85000,random,withheld,46,0.916
85000,random,withheld,47,0.918
85000,random,withheld,48,0.922
85000,random,withheld,49,0.927
85000,random,withheld,50,0.929
85000,random,withheld,51,0.93
85000,random,withheld,52,0.934
85000,random,withheld,53,0.935
85000,random,withheld,54,0.936
85000,random,withheld,55,0.938
85000,random,withheld,56,0.941
85000,random,withheld,57,0.943
85000,random,withheld,58,0.943
85000,random,withheld,59,0.944
85000,random,withheld,60,0.945
85000,random,withheld,61,0.946
85000,random,withheld,62,0.947
85000,random,withheld,63,0.95
85000,random,withheld,64,0.95
85000,random,withheld,65,0.952
85000,random,withheld,66,0.955
85000,random,withheld,67,0.957
85000,random,withheld,68,0.958
85000,random,withheld,69,0.959
85000,random,withheld,70,0.961
85000,random,withheld,71,0.962
85000,random,withheld,72,0.963
85000,random,withheld,73,0.963
85000,random,withheld,74,0.964
85000,random,withheld,75,0.965
85000,random,withheld,76,0.966
85000,random,withheld,77,0.967
85000,random,withheld,78,0.967
85000,random,withheld,79,0.97
85000,random,withheld,80,0.972
85000,random,withheld,81,0.973
85000,random,withheld,82,0.975
85000,random,withheld,83,0.975
85000,random,withheld,84,0.976
85000,random,withheld,85,0.978
85000,random,withheld,86,0.979
85000,random,withheld,87,0.98
85000,random,withheld,88,0.98
85000,random,withheld,89,0.981
85000,random,withheld,90,0.981
85000,random,withheld,91,0.981
85000,random,withheld,92,0.983
85000,random,withheld,93,0.984
85000,random,withheld,94,0.984
85000,random,withheld,95,0.984
85000,random,withheld,96,0.984
85000,random,withheld,97,0.985
85000,random,withheld,98,0.985
85000,random,withheld,99,0.986
85000,random,withheld,100,0.986
85000,random,withheld,101,0.986
85000,random,withheld,102,0.986
85000,random,withheld,103,0.986
85000,random,withheld,104,0.986
85000,random,withheld,105,0.986
85000,random,withheld,106,0.986
85000,random,withheld,107,0.986
85000,random,withheld,108,0.986
85000,random,withheld,109,0.986
85000,random,withheld,110,0.987
85000,random,withheld,111,0.987
85000,random,withheld,112,0.991
