seed,arm,split,k,hit_k
85000,random,withheld,1,0.156
85000,random,withheld,2,0.283
85000,random,withheld,3,0.325
85000,random,withheld,4,0.344
85000,random,withheld,5,0.361
85000,random,withheld,6,0.374
85000,random,withheld,7,0.385
85000,random,withheld,8,0.398
85000,random,withheld,9,0.414
85000,random,withheld,10,0.426
85000,random,withheld,11,0.448
85000,random,withheld,12,0.46
85000,random,withheld,13,0.475
85000,random,withheld,14,0.487
85000,random,withheld,15,0.5
85000,random,withheld,16,0.512
85000,random,withheld,17,0.526
85000,random,withheld,18,0.537
85000,random,withheld,19,0.552
85000,random,withheld,20,0.561
85000,random,withheld,21,0.567
85000,random,withheld,22,0.579
85000,random,withheld,23,0.591
85000,random,withheld,24,0.597
85000,random,withheld,25,0.607
85000,random,withheld,26,0.616
85000,random,withheld,27,0.626
85000,random,withheld,28,0.635
85000,random,withheld,29,0.641
85000,random,withheld,30,0.65
85000,random,withheld,31,0.659
85000,random,withheld,32,0.669
85000,random,withheld,33,0.678
85000,random,withheld,34,0.689
85000,random,withheld,35,0.696
85000,random,withheld,36,0.709
85000,random,withheld,37,0.724
85000,random,withheld,38,0.733
85000,random,withheld,39,0.741
85000,random,withheld,40,0.751
85000,random,withheld,41,0.759
85000,random,withheld,42,0.772
85000,random,withheld,43,0.78
85000,random,withheld,44,0.791
85000,random,withheld,45,0.804
85000,random,withheld,46,0.81
85000,random,withheld,47,0.825
85000,random,withheld,48,0.828
85000,random,withheld,49,0.835
85000,random,withheld,50,0.843
85000,random,withheld,51,0.853
85000,random,withheld,52,0.859
85000,random,withheld,53,0.864
85000,random,withheld,54,0.869
85000,random,withheld,55,0.871
85000,random,withheld,56,0.875
85000,random,withheld,57,0.882
85000,random,withheld,58,0.886
85000,random,withheld,59,0.891
85000,random,withheld,60,0.894
85000,random,withheld,61,0.897
85000,random,withheld,62,0.9
85000,random,withheld,63,0.903
85000,random,withheld,64,0.909
85000,random,withheld,65,0.909
85000,random,withheld,66,0.91
85000,random,withheld,67,0.91
85000,random,withheld,68,0.912
85000,random,withheld,69,0.916
85000,random,withheld,70,0.918
85000,random,withheld,71,0.918
85000,random,withheld,72,0.922
85000,random,withheld,73,0.923
85000,random,withheld,74,0.924
85000,random,withheld,75,0.926
85000,random,withheld,76,0.927
85000,random,withheld,77,0.932
85000,random,withheld,78,0.936
85000,random,withheld,79,0.94
85000,random,withheld,80,0.941
85000,random,withheld,81,0.943
85000,random,withheld,82,0.946
85000,random,withheld,83,0.948
85000,random,withheld,84,0.949
85000,random,withheld,85,0.951
85000,random,withheld,86,0.955
85000,random,withheld,87,0.959
85000,random,withheld,88,0.962
85000,random,withheld,89,0.962
85000,random,withheld,90,0.964
85000,random,withheld,91,0.967
85000,random,withheld,92,0.969
85000,random,withheld,93,0.973
85000,random,withheld,94,0.973
85000,random,withheld,95,0.974
85000,random,withheld,96,0.974
85000,random,withheld,97,0.976
85000,random,withheld,98,0.977
85000,random,withheld,99,0.977
85000,random,withheld,100,0.98
85000,random,withheld,101,0.98
85000,random,withheld,102,0.984
85000,random,withheld,103,0.986
85000,random,withheld,104,0.991
85000,random,withheld,105,0.992
85000,random,withheld,106,0.993
85000,random,withheld,107,0.994
85000,random,withheld,108,0.996
85000,random,withheld,109,0.997
85000,random,withheld,110,0.997
85000,random,withheld,111,0.997
85000,random,withheld,112,0.998
85000,random,withheld,113,0.998
85000,random,withheld,114,0.998
85000,random,withheld,115,1.0
85000,random,withheld,116,1.0
85000,random,withheld,117,1.0
85000,random,withheld,118,1.0
85000,random,withheld,119,1.0
85000,random,withheld,120,1.0
85000,random,withheld,121,1.0
85000,random,withheld,122,1.0
85000,random,withheld,123,1.0
85000,random,withheld,124,1.0
85000,random,withheld,125,1.0
85000,random,control,1,0.089
85000,random,control,2,0.133
85000,random,control,3,0.154
85000,random,control,4,0.17
85000,random,control,5,0.194
85000,random,control,6,0.214
85000,random,control,7,0.237
85000,random,control,8,0.262
85000,random,control,9,0.277
85000,random,control,10,0.284
85000,random,control,11,0.303
85000,random,control,12,0.316
85000,random,control,13,0.331
85000,random,control,14,0.349
85000,random,control,15,0.369
85000,random,control,16,0.385
85000,random,control,17,0.399
85000,random,control,18,0.419
85000,random,control,19,0.434
85000,random,control,20,0.446
85000,random,control,21,0.464
85000,random,control,22,0.482
85000,random,control,23,0.499
85000,random,control,24,0.52
85000,random,control,25,0.532
85000,random,control,26,0.552
85000,random,control,27,0.559
85000,random,control,28,0.576
85000,random,control,29,0.592
85000,random,control,30,0.602
85000,random,control,31,0.611
85000,random,control,32,0.625
85000,random,control,33,0.634
85000,random,control,34,0.645
85000,random,control,35,0.654
85000,random,control,36,0.667
85000,random,control,37,0.679
85000,random,control,38,0.693
85000,random,control,39,0.698
85000,random,control,40,0.708
85000,random,control,41,0.717
85000,random,control,42,0.726
85000,random,control,43,0.73
85000,random,control,44,0.743
85000,random,control,45,0.753
85000,random,control,46,0.76
85000,random,control,47,0.768
85000,random,control,48,0.776
85000,random,control,49,0.781
85000,random,control,50,0.783
85000,random,control,51,0.79
85000,random,control,52,0.792
85000,random,control,53,0.795
85000,random,control,54,0.801
85000,random,control,55,0.805
85000,random,control,56,0.81
85000,random,control,57,0.817
85000,random,control,58,0.827
85000,random,control,59,0.832
85000,random,control,60,0.838
85000,random,control,61,0.843
85000,random,control,62,0.855
85000,random,control,63,0.857
85000,random,control,64,0.862
85000,random,control,65,0.869
85000,random,control,66,0.873
85000,random,control,67,0.873
85000,random,control,68,0.876
85000,random,control,69,0.883
85000,random,control,70,0.885
85000,random,control,71,0.893
85000,random,control,72,0.899
85000,random,control,73,0.902
85000,random,control,74,0.906
85000,random,control,75,0.909
85000,random,control,76,0.911
85000,random,control,77,0.913
85000,random,control,78,0.915
85000,random,control,79,0.917
85000,random,control,80,0.923
85000,random,control,81,0.925
85000,random,control,82,0.926
85000,random,control,83,0.929
85000,random,control,84,0.934
85000,random,control,85,0.937
85000,random,control,86,0.94
85000,random,control,87,0.943
85000,random,control,88,0.944
85000,random,control,89,0.949
85000,random,control,90,0.952
85000,random,control,91,0.955
85000,random,control,92,0.957
85000,random,control,93,0.961
85000,random,control,94,0.963
85000,random,control,95,0.964
85000,random,control,96,0.965
85000,random,control,97,0.969
85000,random,control,98,0.971
85000,random,control,99,0.971
85000,random,control,100,0.974
85000,random,control,101,0.976
85000,random,control,102,0.979
85000,random,control,103,0.981
85000,random,control,104,0.983
85000,random,control,105,0.984
85000,random,control,106,0.984
85000,random,control,107,0.986
85000,random,control,108,0.988
85000,random,control,109,0.991
85000,random,control,110,0.991
85000,random,control,111,0.993
85000,random,control,112,0.994
85000,random,control,113,0.996
85000,random,control,114,0.998
85000,random,control,115,0.998
85000,random,control,116,0.999
85000,random,control,117,0.999
85000,random,control,118,0.999
85000,random,control,119,0.999
85000,random,control,120,1.0
85000,random,control,121,1.0
85000,random,control,122,1.0
85000,random,control,123,1.0
85000,random,control,124,1.0
85000,random,control,125,1.0
85000,withheld,withheld,1,0.084
85000,withheld,withheld,2,0.172
85000,withheld,withheld,3,0.248
85000,withheld,withheld,4,0.3
85000,withheld,withheld,5,0.32
85000,withheld,withheld,6,0.332
85000,withheld,withheld,7,0.35
85000,withheld,withheld,8,0.359
85000,withheld,withheld,9,0.375
85000,withheld,withheld,10,0.395
85000,withheld,withheld,11,0.403
85000,withheld,withheld,12,0.418
85000,withheld,withheld,13,0.433
85000,withheld,withheld,14,0.442
85000,withheld,withheld,15,0.451
85000,withheld,withheld,16,0.46
85000,withheld,withheld,17,0.465
85000,withheld,withheld,18,0.476
85000,withheld,withheld,19,0.484
85000,withheld,withheld,20,0.492
85000,withheld,withheld,21,0.498
85000,withheld,withheld,22,0.504
85000,withheld,withheld,23,0.506
85000,withheld,withheld,24,0.515
85000,withheld,withheld,25,0.527
85000,withheld,withheld,26,0.537
85000,withheld,withheld,27,0.546
85000,withheld,withheld,28,0.554
85000,withheld,withheld,29,0.573
85000,withheld,withheld,30,0.586
85000,withheld,withheld,31,0.591
85000,withheld,withheld,32,0.599
85000,withheld,withheld,33,0.604
85000,withheld,withheld,34,0.608
85000,withheld,withheld,35,0.62
85000,withheld,withheld,36,0.621
85000,withheld,withheld,37,0.627
85000,withheld,withheld,38,0.638
85000,withheld,withheld,39,0.643
85000,withheld,withheld,40,0.649
85000,withheld,withheld,41,0.657
85000,withheld,withheld,42,0.662
85000,withheld,withheld,43,0.668
85000,withheld,withheld,44,0.676
85000,withheld,withheld,45,0.678
85000,withheld,withheld,46,0.684
85000,withheld,withheld,47,0.686
85000,withheld,withheld,48,0.69
85000,withheld,withheld,49,0.7
85000,withheld,withheld,50,0.708
85000,withheld,withheld,51,0.716
85000,withheld,withheld,52,0.726
85000,withheld,withheld,53,0.734
85000,withheld,withheld,54,0.744
85000,withheld,withheld,55,0.755
85000,withheld,withheld,56,0.762
85000,withheld,withheld,57,0.777
85000,withheld,withheld,58,0.787
85000,withheld,withheld,59,0.798
85000,withheld,withheld,60,0.813
85000,withheld,withheld,61,0.825
85000,withheld,withheld,62,0.833
85000,withheld,withheld,63,0.842
85000,withheld,withheld,64,0.849
85000,withheld,withheld,65,0.861
85000,withheld,withheld,66,0.869
85000,withheld,withheld,67,0.873
85000,withheld,withheld,68,0.875
85000,withheld,withheld,69,0.878
85000,withheld,withheld,70,0.882
85000,withheld,withheld,71,0.887
85000,withheld,withheld,72,0.89
85000,withheld,withheld,73,0.892
85000,withheld,withheld,74,0.894
85000,withheld,withheld,75,0.897
85000,withheld,withheld,76,0.903
85000,withheld,withheld,77,0.906
85000,withheld,withheld,78,0.906
85000,withheld,withheld,79,0.906
85000,withheld,withheld,80,0.907
85000,withheld,withheld,81,0.909
85000,withheld,withheld,82,0.909
85000,withheld,withheld,83,0.915
85000,withheld,withheld,84,0.916
85000,withheld,withheld,85,0.917
85000,withheld,withheld,86,0.921
85000,withheld,withheld,87,0.921
85000,withheld,withheld,88,0.925
85000,withheld,withheld,89,0.928
85000,withheld,withheld,90,0.931
85000,withheld,withheld,91,0.932
85000,withheld,withheld,92,0.936
85000,withheld,withheld,93,0.94
85000,withheld,withheld,94,0.945
85000,withheld,withheld,95,0.947
85000,withheld,withheld,96,0.947
85000,withheld,withheld,97,0.952
85000,withheld,withheld,98,0.954
85000,withheld,withheld,99,0.955
85000,withheld,withheld,100,0.956
85000,withheld,withheld,101,0.956
85000,withheld,withheld,102,0.958
85000,withheld,withheld,103,0.963
85000,withheld,withheld,104,0.966
85000,withheld,withheld,105,0.967
85000,withheld,withheld,106,0.97
85000,withheld,withheld,107,0.973
85000,withheld,withheld,108,0.974
85000,withheld,withheld,109,0.975
85000,withheld,withheld,110,0.977
85000,withheld,withheld,111,0.977
85000,withheld,withheld,112,0.978
85000,withheld,withheld,113,0.98
85000,withheld,withheld,114,0.982
85000,withheld,withheld,115,0.985
85000,withheld,withheld,116,0.988
85000,withheld,withheld,117,0.99
85000,withheld,withheld,118,0.995
85000,withheld,withheld,119,0.998
85000,withheld,withheld,120,1.0
85000,withheld,withheld,121,1.0
85000,withheld,withheld,122,1.0
85000,withheld,withheld,123,1.0
85000,withheld,withheld,124,1.0
85000,withheld,withheld,125,1.0
85000,withheld,control,1,0.094
85000,withheld,control,2,0.117
85000,withheld,control,3,0.136
85000,withheld,control,4,0.17
85000,withheld,control,5,0.186
85000,withheld,control,6,0.211
85000,withheld,control,7,0.232
85000,withheld,control,8,0.247
85000,withheld,control,9,0.268
85000,withheld,control,10,0.281
85000,withheld,control,11,0.301
85000,withheld,control,12,0.322
85000,withheld,control,13,0.347
85000,withheld,control,14,0.364
85000,withheld,control,15,0.383
85000,withheld,control,16,0.405
85000,withheld,control,17,0.424
85000,withheld,control,18,0.449
85000,withheld,control,19,0.462
85000,withheld,control,20,0.475
85000,withheld,control,21,0.497
85000,withheld,control,22,0.509
85000,withheld,control,23,0.524
85000,withheld,control,24,0.541
85000,withheld,control,25,0.559
85000,withheld,control,26,0.572
85000,withheld,control,27,0.592
85000,withheld,control,28,0.611
85000,withheld,control,29,0.625
85000,withheld,control,30,0.648
85000,withheld,control,31,0.657
85000,withheld,control,32,0.668
85000,withheld,control,33,0.677
85000,withheld,control,34,0.69
85000,withheld,control,35,0.702
85000,withheld,control,36,0.708
85000,withheld,control,37,0.72
85000,withheld,control,38,0.727
85000,withheld,control,39,0.732
85000,withheld,control,40,0.738
85000,withheld,control,41,0.746
85000,withheld,control,42,0.761
85000,withheld,control,43,0.767
85000,withheld,control,44,0.774
85000,withheld,control,45,0.781
85000,withheld,control,46,0.787
85000,withheld,control,47,0.797
85000,withheld,control,48,0.798
85000,withheld,control,49,0.808
85000,withheld,control,50,0.812
85000,withheld,control,51,0.816
85000,withheld,control,52,0.821
85000,withheld,control,53,0.823
85000,withheld,control,54,0.83
85000,withheld,control,55,0.837
85000,withheld,control,56,0.842
85000,withheld,control,57,0.85
85000,withheld,control,58,0.854
85000,withheld,control,59,0.865
85000,withheld,control,60,0.871
85000,withheld,control,61,0.875
85000,withheld,control,62,0.877
85000,withheld,control,63,0.878
85000,withheld,control,64,0.884
85000,withheld,control,65,0.89
85000,withheld,control,66,0.897
85000,withheld,control,67,0.9
85000,withheld,control,68,0.904
85000,withheld,control,69,0.908
85000,withheld,control,70,0.911
85000,withheld,control,71,0.913
85000,withheld,control,72,0.915
85000,withheld,control,73,0.917
85000,withheld,control,74,0.918
85000,withheld,control,75,0.92
85000,withheld,control,76,0.923
85000,withheld,control,77,0.925
85000,withheld,control,78,0.929
85000,withheld,control,79,0.931
85000,withheld,control,80,0.936
85000,withheld,control,81,0.939
85000,withheld,control,82,0.943
85000,withheld,control,83,0.947
85000,withheld,control,84,0.948
85000,withheld,control,85,0.95
85000,withheld,control,86,0.95
85000,withheld,control,87,0.953
85000,withheld,control,88,0.956
85000,withheld,control,89,0.958
85000,withheld,control,90,0.961
85000,withheld,control,91,0.963
85000,withheld,control,92,0.965
85000,withheld,control,93,0.966
85000,withheld,control,94,0.969
85000,withheld,control,95,0.97
85000,withheld,control,96,0.971
85000,withheld,control,97,0.974
85000,withheld,control,98,0.976
85000,withheld,control,99,0.977
85000,withheld,control,100,0.979
85000,withheld,control,101,0.979
85000,withheld,control,102,0.982
85000,withheld,control,103,0.983
85000,withheld,control,104,0.983
85000,withheld,control,105,0.983
85000,withheld,control,106,0.984
85000,withheld,control,107,0.987
85000,withheld,control,108,0.988
85000,withheld,control,109,0.99
85000,withheld,control,110,0.992
85000,withheld,control,111,0.993
85000,withheld,control,112,0.993
85000,withheld,control,113,0.996
85000,withheld,control,114,0.997
85000,withheld,control,115,0.997
85000,withheld,control,116,0.997
85000,withheld,control,117,0.997
85000,withheld,control,118,0.999
85000,withheld,control,119,0.999
85000,withheld,control,120,0.999
85000,withheld,control,121,0.999
85000,withheld,control,122,1.0
85000,withheld,control,123,1.0
85000,withheld,control,124,1.0
85000,withheld,control,125,1.0
85001,random,withheld,1,0.16
85001,random,withheld,2,0.27
85001,random,withheld,3,0.321
85001,random,withheld,4,0.357
85001,random,withheld,5,0.38
85001,random,withheld,6,0.397
85001,random,withheld,7,0.412
85001,random,withheld,8,0.427
85001,random,withheld,9,0.429
85001,random,withheld,10,0.439
85001,random,withheld,11,0.451
85001,random,withheld,12,0.462
85001,random,withheld,13,0.47
85001,random,withheld,14,0.479
85001,random,withheld,15,0.488
85001,random,withheld,16,0.5
85001,random,withheld,17,0.507
85001,random,withheld,18,0.521
85001,random,withheld,19,0.53
85001,random,withheld,20,0.542
85001,random,withheld,21,0.55
85001,random,withheld,22,0.563
85001,random,withheld,23,0.573
85001,random,withheld,24,0.582
85001,random,withheld,25,0.595
85001,random,withheld,26,0.61
85001,random,withheld,27,0.622
85001,random,withheld,28,0.634
85001,random,withheld,29,0.651
85001,random,withheld,30,0.668
85001,random,withheld,31,0.681
85001,random,withheld,32,0.693
85001,random,withheld,33,0.704
85001,random,withheld,34,0.717
85001,random,withheld,35,0.732
85001,random,withheld,36,0.743
85001,random,withheld,37,0.749
85001,random,withheld,38,0.76
85001,random,withheld,39,0.768
85001,random,withheld,40,0.774
85001,random,withheld,41,0.782
85001,random,withheld,42,0.79
85001,random,withheld,43,0.796
85001,random,withheld,44,0.804
85001,random,withheld,45,0.813
85001,random,withheld,46,0.815
85001,random,withheld,47,0.823
85001,random,withheld,48,0.832
85001,random,withheld,49,0.835
85001,random,withheld,50,0.845
85001,random,withheld,51,0.85
85001,random,withheld,52,0.857
85001,random,withheld,53,0.859
85001,random,withheld,54,0.864
85001,random,withheld,55,0.869
85001,random,withheld,56,0.874
85001,random,withheld,57,0.876
85001,random,withheld,58,0.88
85001,random,withheld,59,0.88
85001,random,withheld,60,0.882
85001,random,withheld,61,0.884
85001,random,withheld,62,0.886
85001,random,withheld,63,0.888
85001,random,withheld,64,0.889
85001,random,withheld,65,0.89
85001,random,withheld,66,0.896
85001,random,withheld,67,0.897
85001,random,withheld,68,0.898
85001,random,withheld,69,0.903
85001,random,withheld,70,0.904
85001,random,withheld,71,0.907
85001,random,withheld,72,0.909
85001,random,withheld,73,0.912
85001,random,withheld,74,0.914
85001,random,withheld,75,0.916
85001,random,withheld,76,0.919
85001,random,withheld,77,0.922
85001,random,withheld,78,0.923
85001,random,withheld,79,0.925
85001,random,withheld,80,0.926
85001,random,withheld,81,0.932
85001,random,withheld,82,0.935
85001,random,withheld,83,0.938
85001,random,withheld,84,0.941
85001,random,withheld,85,0.944
85001,random,withheld,86,0.945
85001,random,withheld,87,0.947
85001,random,withheld,88,0.951
85001,random,withheld,89,0.951
85001,random,withheld,90,0.953
85001,random,withheld,91,0.955
85001,random,withheld,92,0.957
85001,random,withheld,93,0.958
85001,random,withheld,94,0.958
85001,random,withheld,95,0.961
85001,random,withheld,96,0.961
85001,random,withheld,97,0.962
85001,random,withheld,98,0.964
85001,random,withheld,99,0.967
85001,random,withheld,100,0.972
85001,random,withheld,101,0.972
85001,random,withheld,102,0.973
85001,random,withheld,103,0.977
85001,random,withheld,104,0.98
85001,random,withheld,105,0.982
85001,random,withheld,106,0.983
85001,random,withheld,107,0.983
85001,random,withheld,108,0.985
85001,random,withheld,109,0.989
85001,random,withheld,110,0.991
85001,random,withheld,111,0.995
85001,random,withheld,112,0.996
85001,random,withheld,113,0.996
85001,random,withheld,114,0.996
85001,random,withheld,115,0.997
85001,random,withheld,116,0.998
85001,random,withheld,117,0.998
85001,random,withheld,118,1.0
85001,random,withheld,119,1.0
85001,random,withheld,120,1.0
85001,random,withheld,121,1.0
85001,random,withheld,122,1.0
85001,random,withheld,123,1.0
85001,random,withheld,124,1.0
85001,random,withheld,125,1.0
85001,random,control,1,0.091
85001,random,control,2,0.118
85001,random,control,3,0.134
85001,random,control,4,0.17
85001,random,control,5,0.19
85001,random,control,6,0.206
85001,random,control,7,0.23
85001,random,control,8,0.247
85001,random,control,9,0.269
85001,random,control,10,0.293
85001,random,control,11,0.308
85001,random,control,12,0.329
85001,random,control,13,0.342
85001,random,control,14,0.353
85001,random,control,15,0.369
85001,random,control,16,0.386
85001,random,control,17,0.401
85001,random,control,18,0.417
85001,random,control,19,0.432
85001,random,control,20,0.442
85001,random,control,21,0.456
85001,random,control,22,0.467
85001,random,control,23,0.477
85001,random,control,24,0.491
85001,random,control,25,0.505
85001,random,control,26,0.52
85001,random,control,27,0.537
85001,random,control,28,0.548
85001,random,control,29,0.559
85001,random,control,30,0.573
85001,random,control,31,0.596
85001,random,control,32,0.613
85001,random,control,33,0.622
85001,random,control,34,0.627
85001,random,control,35,0.643
85001,random,control,36,0.653
85001,random,control,37,0.665
85001,random,control,38,0.675
85001,random,control,39,0.687
85001,random,control,40,0.698
85001,random,control,41,0.71
85001,random,control,42,0.717
85001,random,control,43,0.723
85001,random,control,44,0.726
85001,random,control,45,0.736
85001,random,control,46,0.745
85001,random,control,47,0.756
85001,random,control,48,0.762
85001,random,control,49,0.766
85001,random,control,50,0.771
85001,random,control,51,0.779
85001,random,control,52,0.788
85001,random,control,53,0.792
85001,random,control,54,0.798
85001,random,control,55,0.803
85001,random,control,56,0.807
85001,random,control,57,0.816
85001,random,control,58,0.823
85001,random,control,59,0.832
85001,random,control,60,0.838
85001,random,control,61,0.845
85001,random,control,62,0.847
85001,random,control,63,0.853
85001,random,control,64,0.858
85001,random,control,65,0.86
85001,random,control,66,0.866
85001,random,control,67,0.872
85001,random,control,68,0.882
85001,random,control,69,0.887
85001,random,control,70,0.894
85001,random,control,71,0.897
85001,random,control,72,0.902
85001,random,control,73,0.904
85001,random,control,74,0.91
85001,random,control,75,0.913
85001,random,control,76,0.914
85001,random,control,77,0.916
85001,random,control,78,0.92
85001,random,control,79,0.924
85001,random,control,80,0.929
85001,random,control,81,0.93
85001,random,control,82,0.931
85001,random,control,83,0.935
85001,random,control,84,0.936
85001,random,control,85,0.937
85001,random,control,86,0.945
85001,random,control,87,0.951
85001,random,control,88,0.955
85001,random,control,89,0.955
85001,random,control,90,0.958
85001,random,control,91,0.963
85001,random,control,92,0.969
85001,random,control,93,0.972
85001,random,control,94,0.975
85001,random,control,95,0.975
85001,random,control,96,0.976
85001,random,control,97,0.979
85001,random,control,98,0.98
85001,random,control,99,0.983
85001,random,control,100,0.983
85001,random,control,101,0.984
85001,random,control,102,0.986
85001,random,control,103,0.986
85001,random,control,104,0.987
85001,random,control,105,0.99
85001,random,control,106,0.992
85001,random,control,107,0.994
85001,random,control,108,0.994
85001,random,control,109,0.995
85001,random,control,110,0.995
85001,random,control,111,0.995
85001,random,control,112,0.995
85001,random,control,113,0.997
85001,random,control,114,0.998
85001,random,control,115,0.999
85001,random,control,116,0.999
85001,random,control,117,1.0
85001,random,control,118,1.0
85001,random,control,119,1.0
85001,random,control,120,1.0
85001,random,control,121,1.0
85001,random,control,122,1.0
85001,random,control,123,1.0
85001,random,control,124,1.0
85001,random,control,125,1.0
85001,withheld,withheld,1,0.132
85001,withheld,withheld,2,0.255
85001,withheld,withheld,3,0.299
85001,withheld,withheld,4,0.32
85001,withheld,withheld,5,0.338
85001,withheld,withheld,6,0.348
85001,withheld,withheld,7,0.368
85001,withheld,withheld,8,0.386
85001,withheld,withheld,9,0.4
85001,withheld,withheld,10,0.41
85001,withheld,withheld,11,0.427
85001,withheld,withheld,12,0.436
85001,withheld,withheld,13,0.442
85001,withheld,withheld,14,0.449
85001,withheld,withheld,15,0.455
85001,withheld,withheld,16,0.468
85001,withheld,withheld,17,0.475
85001,withheld,withheld,18,0.483
85001,withheld,withheld,19,0.485
85001,withheld,withheld,20,0.49
85001,withheld,withheld,21,0.493
85001,withheld,withheld,22,0.501
85001,withheld,withheld,23,0.511
85001,withheld,withheld,24,0.519
85001,withheld,withheld,25,0.528
85001,withheld,withheld,26,0.529
85001,withheld,withheld,27,0.537
85001,withheld,withheld,28,0.542
85001,withheld,withheld,29,0.553
85001,withheld,withheld,30,0.567
85001,withheld,withheld,31,0.576
85001,withheld,withheld,32,0.584
85001,withheld,withheld,33,0.593
85001,withheld,withheld,34,0.607
85001,withheld,withheld,35,0.616
85001,withheld,withheld,36,0.625
85001,withheld,withheld,37,0.637
85001,withheld,withheld,38,0.648
85001,withheld,withheld,39,0.661
85001,withheld,withheld,40,0.668
85001,withheld,withheld,41,0.673
85001,withheld,withheld,42,0.676
85001,withheld,withheld,43,0.682
85001,withheld,withheld,44,0.689
85001,withheld,withheld,45,0.698
85001,withheld,withheld,46,0.706
85001,withheld,withheld,47,0.712
85001,withheld,withheld,48,0.718
85001,withheld,withheld,49,0.724
85001,withheld,withheld,50,0.729
