seed,arm,split,k,hit_k
85000,random,withheld,1,0.095
85000,random,withheld,2,0.149
85000,random,withheld,3,0.212
85000,random,withheld,4,0.255
85000,random,withheld,5,0.291
85000,random,withheld,6,0.312
85000,random,withheld,7,0.327
85000,random,withheld,8,0.35
85000,random,withheld,9,0.367
85000,random,withheld,10,0.392
85000,random,withheld,11,0.406
85000,random,withheld,12,0.423
85000,random,withheld,13,0.44
85000,random,withheld,14,0.451
85000,random,withheld,15,0.466
85000,random,withheld,16,0.476
85000,random,withheld,17,0.494
85000,random,withheld,18,0.504
85000,random,withheld,19,0.513
85000,random,withheld,20,0.529
85000,random,withheld,21,0.543
85000,random,withheld,22,0.557
85000,random,withheld,23,0.575
85000,random,withheld,24,0.59
85000,random,withheld,25,0.6
85000,random,withheld,26,0.613
85000,random,withheld,27,0.622
85000,random,withheld,28,0.637
85000,random,withheld,29,0.656
85000,random,withheld,30,0.665
85000,random,withheld,31,0.687
85000,random,withheld,32,0.704
85000,random,withheld,33,0.719
85000,random,withheld,34,0.732
85000,random,withheld,35,0.748
85000,random,withheld,36,0.754
85000,random,withheld,37,0.764
85000,random,withheld,38,0.772
85000,random,withheld,39,0.783
85000,random,withheld,40,0.795
85000,random,withheld,41,0.811
85000,random,withheld,42,0.823
85000,random,withheld,43,0.83
85000,random,withheld,44,0.831
85000,random,withheld,45,0.839
85000,random,withheld,46,0.849
85000,random,withheld,47,0.852
85000,random,withheld,48,0.857
85000,random,withheld,49,0.864
85000,random,withheld,50,0.87
85000,random,withheld,51,0.878
85000,random,withheld,52,0.889
85000,random,withheld,53,0.894
85000,random,withheld,54,0.898
85000,random,withheld,55,0.902
85000,random,withheld,56,0.913
85000,random,withheld,57,0.916
85000,random,withheld,58,0.92
85000,random,withheld,59,0.923
85000,random,withheld,60,0.924
85000,random,withheld,61,0.928
85000,random,withheld,62,0.931
85000,random,withheld,63,0.934
85000,random,withheld,64,0.937
85000,random,withheld,65,0.938
85000,random,withheld,66,0.94
85000,random,withheld,67,0.943
85000,random,withheld,68,0.947
85000,random,withheld,69,0.949
85000,random,withheld,70,0.95
85000,random,withheld,71,0.952
85000,random,withheld,72,0.953
85000,random,withheld,73,0.955
85000,random,withheld,74,0.962
85000,random,withheld,75,0.966
85000,random,withheld,76,0.967
85000,random,withheld,77,0.969
85000,random,withheld,78,0.97
85000,random,withheld,79,0.973
85000,random,withheld,80,0.974
85000,random,withheld,81,0.977
85000,random,withheld,82,0.978
85000,random,withheld,83,0.978
85000,random,withheld,84,0.979
85000,random,withheld,85,0.981
85000,random,withheld,86,0.981
85000,random,withheld,87,0.984
85000,random,withheld,88,0.985
85000,random,withheld,89,0.985
85000,random,withheld,90,0.985
85000,random,withheld,91,0.986
85000,random,withheld,92,0.986
85000,random,withheld,93,0.987
85000,random,withheld,94,0.987
85000,random,withheld,95,0.988
85000,random,withheld,96,0.992
85000,random,withheld,97,0.992
85000,random,withheld,98,0.992
85000,random,withheld,99,0.993
85000,random,withheld,100,0.993
85000,random,withheld,101,0.993
85000,random,withheld,102,0.993
85000,random,withheld,103,0.993
85000,random,withheld,104,0.993
85000,random,withheld,105,0.994
85000,random,withheld,106,0.994
85000,random,withheld,107,0.996
85000,random,withheld,108,0.998
85000,random,withheld,109,0.998
85000,random,withheld,110,0.999
85000,random,withheld,111,0.999
85000,random,withheld,112,0.999
85000,random,withheld,113,0.999
85000,random,withheld,114,0.999
85000,random,withheld,115,0.999
85000,random,withheld,116,0.999
85000,random,withheld,117,0.999
85000,random,withheld,118,1.0
85000,random,withheld,119,1.0
85000,random,withheld,120,1.0
85000,random,withheld,121,1.0
85000,random,withheld,122,1.0
85000,random,withheld,123,1.0
85000,random,withheld,124,1.0
85000,random,withheld,125,1.0
85000,random,control,1,0.08
85000,random,control,2,0.114
85000,random,control,3,0.138
85000,random,control,4,0.163
85000,random,control,5,0.181
85000,random,control,6,0.199
85000,random,control,7,0.215
85000,random,control,8,0.235
85000,random,control,9,0.249
85000,random,control,10,0.265
85000,random,control,11,0.287
85000,random,control,12,0.301
85000,random,control,13,0.319
85000,random,control,14,0.329
85000,random,control,15,0.344
85000,random,control,16,0.365
85000,random,control,17,0.38
85000,random,control,18,0.398
85000,random,control,19,0.421
85000,random,control,20,0.442
85000,random,control,21,0.45
85000,random,control,22,0.46
85000,random,control,23,0.471
85000,random,control,24,0.481
85000,random,control,25,0.495
85000,random,control,26,0.501
85000,random,control,27,0.515
85000,random,control,28,0.521
85000,random,control,29,0.531
85000,random,control,30,0.538
85000,random,control,31,0.546
85000,random,control,32,0.555
85000,random,control,33,0.564
85000,random,control,34,0.571
85000,random,control,35,0.583
85000,random,control,36,0.594
85000,random,control,37,0.601
85000,random,control,38,0.611
85000,random,control,39,0.623
85000,random,control,40,0.635
85000,random,control,41,0.641
85000,random,control,42,0.653
85000,random,control,43,0.661
85000,random,control,44,0.669
85000,random,control,45,0.681
85000,random,control,46,0.692
85000,random,control,47,0.699
85000,random,control,48,0.703
85000,random,control,49,0.72
85000,random,control,50,0.729
85000,random,control,51,0.733
85000,random,control,52,0.745
85000,random,control,53,0.752
85000,random,control,54,0.761
85000,random,control,55,0.771
85000,random,control,56,0.782
85000,random,control,57,0.791
85000,random,control,58,0.798
85000,random,control,59,0.804
85000,random,control,60,0.812
85000,random,control,61,0.823
85000,random,control,62,0.828
85000,random,control,63,0.829
85000,random,control,64,0.833
85000,random,control,65,0.837
85000,random,control,66,0.851
85000,random,control,67,0.857
85000,random,control,68,0.863
85000,random,control,69,0.869
85000,random,control,70,0.872
85000,random,control,71,0.877
85000,random,control,72,0.884
85000,random,control,73,0.888
85000,random,control,74,0.894
85000,random,control,75,0.9
85000,random,control,76,0.907
85000,random,control,77,0.91
85000,random,control,78,0.912
85000,random,control,79,0.918
85000,random,control,80,0.921
85000,random,control,81,0.923
85000,random,control,82,0.927
85000,random,control,83,0.932
85000,random,control,84,0.935
85000,random,control,85,0.939
85000,random,control,86,0.942
85000,random,control,87,0.944
85000,random,control,88,0.95
85000,random,control,89,0.952
85000,random,control,90,0.955
85000,random,control,91,0.958
85000,random,control,92,0.959
85000,random,control,93,0.962
85000,random,control,94,0.966
85000,random,control,95,0.968
85000,random,control,96,0.973
85000,random,control,97,0.973
85000,random,control,98,0.976
85000,random,control,99,0.978
85000,random,control,100,0.981
85000,random,control,101,0.981
85000,random,control,102,0.983
85000,random,control,103,0.984
85000,random,control,104,0.985
85000,random,control,105,0.987
85000,random,control,106,0.99
85000,random,control,107,0.992
85000,random,control,108,0.994
85000,random,control,109,0.994
85000,random,control,110,0.996
85000,random,control,111,0.996
85000,random,control,112,0.996
85000,random,control,113,0.997
85000,random,control,114,0.998
85000,random,control,115,0.998
85000,random,control,116,1.0
85000,random,control,117,1.0
85000,random,control,118,1.0
85000,random,control,119,1.0
85000,random,control,120,1.0
85000,random,control,121,1.0
85000,random,control,122,1.0
85000,random,control,123,1.0
85000,random,control,124,1.0
85000,random,control,125,1.0
85000,withheld,withheld,1,0.122
85000,withheld,withheld,2,0.183
85000,withheld,withheld,3,0.204
85000,withheld,withheld,4,0.222
85000,withheld,withheld,5,0.243
85000,withheld,withheld,6,0.26
85000,withheld,withheld,7,0.275
85000,withheld,withheld,8,0.287
85000,withheld,withheld,9,0.305
85000,withheld,withheld,10,0.323
85000,withheld,withheld,11,0.33
85000,withheld,withheld,12,0.338
85000,withheld,withheld,13,0.347
85000,withheld,withheld,14,0.353
85000,withheld,withheld,15,0.366
85000,withheld,withheld,16,0.379
85000,withheld,withheld,17,0.384
85000,withheld,withheld,18,0.394
85000,withheld,withheld,19,0.4
85000,withheld,withheld,20,0.408
85000,withheld,withheld,21,0.418
85000,withheld,withheld,22,0.43
85000,withheld,withheld,23,0.442
85000,withheld,withheld,24,0.452
85000,withheld,withheld,25,0.457
85000,withheld,withheld,26,0.468
85000,withheld,withheld,27,0.472
85000,withheld,withheld,28,0.476
85000,withheld,withheld,29,0.486
85000,withheld,withheld,30,0.492
85000,withheld,withheld,31,0.502
85000,withheld,withheld,32,0.508
85000,withheld,withheld,33,0.516
85000,withheld,withheld,34,0.518
85000,withheld,withheld,35,0.523
85000,withheld,withheld,36,0.527
85000,withheld,withheld,37,0.537
85000,withheld,withheld,38,0.54
85000,withheld,withheld,39,0.542
85000,withheld,withheld,40,0.546
85000,withheld,withheld,41,0.549
85000,withheld,withheld,42,0.55
85000,withheld,withheld,43,0.557
85000,withheld,withheld,44,0.562
85000,withheld,withheld,45,0.566
85000,withheld,withheld,46,0.57
85000,withheld,withheld,47,0.576
85000,withheld,withheld,48,0.584
85000,withheld,withheld,49,0.59
85000,withheld,withheld,50,0.597
85000,withheld,withheld,51,0.602
85000,withheld,withheld,52,0.607
85000,withheld,withheld,53,0.614
85000,withheld,withheld,54,0.619
85000,withheld,withheld,55,0.628
85000,withheld,withheld,56,0.634
85000,withheld,withheld,57,0.64
85000,withheld,withheld,58,0.649
85000,withheld,withheld,59,0.658
85000,withheld,withheld,60,0.663
85000,withheld,withheld,61,0.676
85000,withheld,withheld,62,0.683
85000,withheld,withheld,63,0.691
85000,withheld,withheld,64,0.703
85000,withheld,withheld,65,0.711
85000,withheld,withheld,66,0.72
85000,withheld,withheld,67,0.729
85000,withheld,withheld,68,0.741
85000,withheld,withheld,69,0.749
85000,withheld,withheld,70,0.763
85000,withheld,withheld,71,0.769
85000,withheld,withheld,72,0.777
85000,withheld,withheld,73,0.791
85000,withheld,withheld,74,0.801
85000,withheld,withheld,75,0.813
85000,withheld,withheld,76,0.824
85000,withheld,withheld,77,0.838
85000,withheld,withheld,78,0.849
85000,withheld,withheld,79,0.857
85000,withheld,withheld,80,0.864
85000,withheld,withheld,81,0.867
85000,withheld,withheld,82,0.873
85000,withheld,withheld,83,0.882
85000,withheld,withheld,84,0.886
85000,withheld,withheld,85,0.89
85000,withheld,withheld,86,0.898
85000,withheld,withheld,87,0.907
85000,withheld,withheld,88,0.917
85000,withheld,withheld,89,0.925
85000,withheld,withheld,90,0.93
85000,withheld,withheld,91,0.933
85000,withheld,withheld,92,0.937
85000,withheld,withheld,93,0.937
85000,withheld,withheld,94,0.94
85000,withheld,withheld,95,0.943
85000,withheld,withheld,96,0.944
85000,withheld,withheld,97,0.947
85000,withheld,withheld,98,0.949
85000,withheld,withheld,99,0.951
85000,withheld,withheld,100,0.952
85000,withheld,withheld,101,0.953
85000,withheld,withheld,102,0.954
85000,withheld,withheld,103,0.955
85000,withheld,withheld,104,0.956
85000,withheld,withheld,105,0.957
85000,withheld,withheld,106,0.959
85000,withheld,withheld,107,0.96
85000,withheld,withheld,108,0.963
85000,withheld,withheld,109,0.964
85000,withheld,withheld,110,0.964
85000,withheld,withheld,111,0.967
85000,withheld,withheld,112,0.968
85000,withheld,withheld,113,0.97
85000,withheld,withheld,114,0.975
85000,withheld,withheld,115,0.981
85000,withheld,withheld,116,0.983
85000,withheld,withheld,117,0.985
85000,withheld,withheld,118,0.987
85000,withheld,withheld,119,0.99
85000,withheld,withheld,120,0.992
85000,withheld,withheld,121,0.993
85000,withheld,withheld,122,0.997
85000,withheld,withheld,123,0.999
85000,withheld,withheld,124,1.0
85000,withheld,withheld,125,1.0
85000,withheld,control,1,0.089
85000,withheld,control,2,0.113
85000,withheld,control,3,0.145
85000,withheld,control,4,0.176
85000,withheld,control,5,0.201
85000,withheld,control,6,0.215
85000,withheld,control,7,0.229
85000,withheld,control,8,0.254
85000,withheld,control,9,0.266
85000,withheld,control,10,0.279
85000,withheld,control,11,0.299
85000,withheld,control,12,0.318
85000,withheld,control,13,0.342
85000,withheld,control,14,0.361
85000,withheld,control,15,0.383
85000,withheld,control,16,0.397
85000,withheld,control,17,0.416
85000,withheld,control,18,0.438
85000,withheld,control,19,0.454
85000,withheld,control,20,0.475
85000,withheld,control,21,0.491
85000,withheld,control,22,0.504
85000,withheld,control,23,0.513
85000,withheld,control,24,0.525
85000,withheld,control,25,0.538
85000,withheld,control,26,0.552
85000,withheld,control,27,0.562
85000,withheld,control,28,0.571
85000,withheld,control,29,0.584
85000,withheld,control,30,0.599
85000,withheld,control,31,0.608
85000,withheld,control,32,0.624
85000,withheld,control,33,0.631
85000,withheld,control,34,0.638
85000,withheld,control,35,0.646
85000,withheld,control,36,0.656
85000,withheld,control,37,0.666
85000,withheld,control,38,0.673
85000,withheld,control,39,0.681
85000,withheld,control,40,0.688
85000,withheld,control,41,0.7
85000,withheld,control,42,0.713
85000,withheld,control,43,0.726
85000,withheld,control,44,0.736
85000,withheld,control,45,0.749
85000,withheld,control,46,0.757
85000,withheld,control,47,0.77
85000,withheld,control,48,0.78
85000,withheld,control,49,0.793
85000,withheld,control,50,0.803
85000,withheld,control,51,0.814
85000,withheld,control,52,0.822
85000,withheld,control,53,0.831
85000,withheld,control,54,0.838
85000,withheld,control,55,0.843
85000,withheld,control,56,0.852
85000,withheld,control,57,0.86
85000,withheld,control,58,0.867
85000,withheld,control,59,0.874
85000,withheld,control,60,0.879
85000,withheld,control,61,0.883
85000,withheld,control,62,0.889
85000,withheld,control,63,0.893
85000,withheld,control,64,0.895
85000,withheld,control,65,0.898
85000,withheld,control,66,0.905
85000,withheld,control,67,0.908
85000,withheld,control,68,0.912
85000,withheld,control,69,0.915
85000,withheld,control,70,0.921
85000,withheld,control,71,0.925
85000,withheld,control,72,0.927
85000,withheld,control,73,0.934
85000,withheld,control,74,0.936
85000,withheld,control,75,0.937
85000,withheld,control,76,0.942
85000,withheld,control,77,0.944
85000,withheld,control,78,0.946
85000,withheld,control,79,0.947
85000,withheld,control,80,0.95
85000,withheld,control,81,0.951
85000,withheld,control,82,0.953
85000,withheld,control,83,0.958
85000,withheld,control,84,0.96
85000,withheld,control,85,0.963
85000,withheld,control,86,0.965
85000,withheld,control,87,0.968
85000,withheld,control,88,0.97
85000,withheld,control,89,0.971
85000,withheld,control,90,0.972
85000,withheld,control,91,0.974
85000,withheld,control,92,0.976
85000,withheld,control,93,0.978
85000,withheld,control,94,0.978
85000,withheld,control,95,0.98
85000,withheld,control,96,0.982
85000,withheld,control,97,0.983
85000,withheld,control,98,0.989
85000,withheld,control,99,0.989
85000,withheld,control,100,0.99
85000,withheld,control,101,0.992
85000,withheld,control,102,0.993
85000,withheld,control,103,0.993
85000,withheld,control,104,0.995
85000,withheld,control,105,0.996
85000,withheld,control,106,0.996
85000,withheld,control,107,0.996
85000,withheld,control,108,0.996
85000,withheld,control,109,0.997
85000,withheld,control,110,0.997
85000,withheld,control,111,0.998
85000,withheld,control,112,1.0
85000,withheld,control,113,1.0
85000,withheld,control,114,1.0
85000,withheld,control,115,1.0
85000,withheld,control,116,1.0
85000,withheld,control,117,1.0
85000,withheld,control,118,1.0
85000,withheld,control,119,1.0
85000,withheld,control,120,1.0
85000,withheld,control,121,1.0
85000,withheld,control,122,1.0
85000,withheld,control,123,1.0
85000,withheld,control,124,1.0
