seed,arm,split,k,hit_k
85000,random,withheld,1,0.074
85000,random,withheld,2,0.156
85000,random,withheld,3,0.181
85000,random,withheld,4,0.202
85000,random,withheld,5,0.222
85000,random,withheld,6,0.24
85000,random,withheld,7,0.255
85000,random,withheld,8,0.277
85000,random,withheld,9,0.29
85000,random,withheld,10,0.301
85000,random,withheld,11,0.312
85000,random,withheld,12,0.33
85000,random,withheld,13,0.341
85000,random,withheld,14,0.349
85000,random,withheld,15,0.364
85000,random,withheld,16,0.378
85000,random,withheld,17,0.389
85000,random,withheld,18,0.4
85000,random,withheld,19,0.416
85000,random,withheld,20,0.43
85000,random,withheld,21,0.445
85000,random,withheld,22,0.457
85000,random,withheld,23,0.47
85000,random,withheld,24,0.488
85000,random,withheld,25,0.508
85000,random,withheld,26,0.528
85000,random,withheld,27,0.54
85000,random,withheld,28,0.551
85000,random,withheld,29,0.56
85000,random,withheld,30,0.576
85000,random,withheld,31,0.592
85000,random,withheld,32,0.607
85000,random,withheld,33,0.615
85000,random,withheld,34,0.623
85000,random,withheld,35,0.635
85000,random,withheld,36,0.647
85000,random,withheld,37,0.656
85000,random,withheld,38,0.663
85000,random,withheld,39,0.675
85000,random,withheld,40,0.685
85000,random,withheld,41,0.689
85000,random,withheld,42,0.698
85000,random,withheld,43,0.706
85000,random,withheld,44,0.72
85000,random,withheld,45,0.729
85000,random,withheld,46,0.734
85000,random,withheld,47,0.746
85000,random,withheld,48,0.754
85000,random,withheld,49,0.761
85000,random,withheld,50,0.767
85000,random,withheld,51,0.774
85000,random,withheld,52,0.784
85000,random,withheld,53,0.787
85000,random,withheld,54,0.792
85000,random,withheld,55,0.801
85000,random,withheld,56,0.805
85000,random,withheld,57,0.81
85000,random,withheld,58,0.816
85000,random,withheld,59,0.821
85000,random,withheld,60,0.826
85000,random,withheld,61,0.83
85000,random,withheld,62,0.834
85000,random,withheld,63,0.838
85000,random,withheld,64,0.842
85000,random,withheld,65,0.848
85000,random,withheld,66,0.855
85000,random,withheld,67,0.862
85000,random,withheld,68,0.864
85000,random,withheld,69,0.868
85000,random,withheld,70,0.871
85000,random,withheld,71,0.874
85000,random,withheld,72,0.882
85000,random,withheld,73,0.885
85000,random,withheld,74,0.889
85000,random,withheld,75,0.89
85000,random,withheld,76,0.893
85000,random,withheld,77,0.898
85000,random,withheld,78,0.902
85000,random,withheld,79,0.906
85000,random,withheld,80,0.906
85000,random,withheld,81,0.911
85000,random,withheld,82,0.913
