seed,arm,split,k,hit_k
85000,random,withheld,1,0.0
85000,random,withheld,2,0.01
85000,random,withheld,3,0.013
85000,random,withheld,4,0.019
85000,random,withheld,5,0.027
85000,random,withheld,6,0.05
85000,random,withheld,7,0.07
85000,random,withheld,8,0.102
85000,random,withheld,9,0.122
85000,random,withheld,10,0.128
85000,random,withheld,11,0.154
85000,random,withheld,12,0.168
85000,random,withheld,13,0.186
85000,random,withheld,14,0.201
85000,random,withheld,15,0.222
85000,random,withheld,16,0.241
85000,random,withheld,17,0.26
85000,random,withheld,18,0.272
85000,random,withheld,19,0.289
85000,random,withheld,20,0.312
85000,random,withheld,21,0.335
85000,random,withheld,22,0.356
85000,random,withheld,23,0.371
85000,random,withheld,24,0.385
85000,random,withheld,25,0.396
85000,random,withheld,26,0.428
85000,random,withheld,27,0.442
85000,random,withheld,28,0.458
85000,random,withheld,29,0.472
85000,random,withheld,30,0.493
85000,random,withheld,31,0.507
85000,random,withheld,32,0.523
85000,random,withheld,33,0.54
85000,random,withheld,34,0.548
85000,random,withheld,35,0.559
85000,random,withheld,36,0.574
85000,random,withheld,37,0.593
85000,random,withheld,38,0.607
85000,random,withheld,39,0.621
85000,random,withheld,40,0.631
85000,random,withheld,41,0.64
85000,random,withheld,42,0.65
85000,random,withheld,43,0.659
85000,random,withheld,44,0.673
85000,random,withheld,45,0.684
85000,random,withheld,46,0.694
85000,random,withheld,47,0.7
85000,random,withheld,48,0.714
85000,random,withheld,49,0.716
85000,random,withheld,50,0.722
85000,random,withheld,51,0.727
85000,random,withheld,52,0.732
85000,random,withheld,53,0.742
85000,random,withheld,54,0.747
85000,random,withheld,55,0.753
85000,random,withheld,56,0.759
85000,random,withheld,57,0.763
85000,random,withheld,58,0.765
85000,random,withheld,59,0.768
85000,random,withheld,60,0.772
85000,random,withheld,61,0.776
85000,random,withheld,62,0.783
85000,random,withheld,63,0.786
85000,random,withheld,64,0.789
85000,random,withheld,65,0.794
85000,random,withheld,66,0.798
85000,random,withheld,67,0.803
85000,random,withheld,68,0.808
85000,random,withheld,69,0.811
85000,random,withheld,70,0.812
85000,random,withheld,71,0.819
85000,random,withheld,72,0.822
85000,random,withheld,73,0.825
85000,random,withheld,74,0.827
85000,random,withheld,75,0.833
85000,random,withheld,76,0.835
85000,random,withheld,77,0.836
85000,random,withheld,78,0.839
85000,random,withheld,79,0.842
85000,random,withheld,80,0.845
85000,random,withheld,81,0.85
85000,random,withheld,82,0.855
85000,random,withheld,83,0.856
85000,random,withheld,84,0.861
85000,random,withheld,85,0.864
85000,random,withheld,86,0.867
85000,random,withheld,87,0.87
85000,random,withheld,88,0.873
85000,random,withheld,89,0.873
85000,random,withheld,90,0.875
85000,random,withheld,91,0.878
85000,random,withheld,92,0.88
85000,random,withheld,93,0.885
85000,random,withheld,94,0.89
85000,random,withheld,95,0.896
85000,random,withheld,96,0.9
85000,random,withheld,97,0.904
85000,random,withheld,98,0.905
85000,random,withheld,99,0.911
85000,random,withheld,100,0.916
